lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
earn	earned	I came back to work after a long absence that ultimately earned me a written warning from my supervisor.	23021	14	11	('I', 'came', 'back', 'to', 'work', 'after', 'a', 'long', 'absence', 'that', 'ultimately', 'earned', 'me', 'a', 'written', 'warning', 'from', 'my', 'supervisor', '.')	False
earn	earned	If you don't have much money i wouldn't bother saving all your hard-earned pennies to go along.	27295	49	16	"('If', 'you', 'do', ""n't"", 'have', 'much', 'money', 'i', 'would', ""n't"", 'bother', 'saving', 'all', 'your', 'hard', '-', 'earned', 'pennies', 'to', 'go', 'along', '.')"	False
earn	earned	i earned the title of smartest when i was able to dislodge his finger from the vcr that he had stuck it in.  silly boy.	36231	6	1	('i', 'earned', 'the', 'title', 'of', 'smartest', 'when', 'i', 'was', 'able', 'to', 'dislodge', 'his', 'finger', 'from', 'the', 'vcr', 'that', 'he', 'had', 'stuck', 'it', 'in', '.', ' ', 'silly', 'boy', '.')	False
earn	earn	Anyways, once i get financial aid, i think the cost should be considerably lower and i am working full time this summer to earn anywhere from $1500-$2000 to chip in.	20857	7	25	('Anyways', ',', 'once', 'i', 'get', 'financial', 'aid', ',', 'i', 'think', 'the', 'cost', 'should', 'be', 'considerably', 'lower', 'and', 'i', 'am', 'working', 'full', 'time', 'this', 'summer', 'to', 'earn', 'anywhere', 'from', '$', '1500-$2000', 'to', 'chip', 'in', '.')	False
earn	earned	To the delight of the crowd, y2j “earned” the coveted match, sitting proudly in the sole remaining seat.	13316	10	9	('To', 'the', 'delight', 'of', 'the', 'crowd', ',', 'y2j', '“', 'earned', '”', 'the', 'coveted', 'match', ',', 'sitting', 'proudly', 'in', 'the', 'sole', 'remaining', 'seat', '.')	False
earn	earning	Apparently, contrary to popular belief, thi is not a 'points earning' offense - bah.	6015	3	13	"('Apparently', ',', 'contrary', 'to', 'popular', 'belief', ',', 'thi', 'is', 'not', 'a', ""'"", 'points', 'earning', ""'"", 'offense', '-', 'bah', '.')"	False
earn	earns	While i never attended prom in taffeta, i still feel that owning a hair crimper, wearing fifty pairs of socks at once, being injured with a slap bracelet, and knowing johnny depp prior to pirates of the caribbean earns me the right to be in gen x.	12026	11	42	('While', 'i', 'never', 'attended', 'prom', 'in', 'taffeta', ',', 'i', 'still', 'feel', 'that', 'owning', 'a', 'hair', 'crimper', ',', 'wearing', 'fifty', 'pairs', 'of', 'socks', 'at', 'once', ',', 'being', 'injured', 'with', 'a', 'slap', 'bracelet', ',', 'and', 'knowing', 'johnny', 'depp', 'prior', 'to', 'pirates', 'of', 'the', 'caribbean', 'earns', 'me', 'the', 'right', 'to', 'be', 'in', 'gen', 'x.')	False
earn	earning	The combined compensation for the six highest paid employees of the management company last year exceeded $100 million, with maruice samuels earning $35.1 million, david mittelman earning $34.1 million, and barry larson earned a lowly $17.3 million, which was apparently so pathetic that mr. larson is leaving along with a dozen or so other havard management co. employees to found their own hedge fund.	29115	4	30	('The', 'combined', 'compensation', 'for', 'the', 'six', 'highest', 'paid', 'employees', 'of', 'the', 'management', 'company', 'last', 'year', 'exceeded', '$', '100', 'million', ',', 'with', 'maruice', 'samuels', 'earning', '$', '35.1', 'million', ',', 'david', 'mittelman', 'earning', '$', '34.1', 'million', ',', 'and', 'barry', 'larson', 'earned', 'a', 'lowly', '$', '17.3', 'million', ',', 'which', 'was', 'apparently', 'so', 'pathetic', 'that', 'mr', '.', 'larson', 'is', 'leaving', 'along', 'with', 'a', 'dozen', 'or', 'so', 'other', 'havard', 'management', 'co.', 'employees', 'to', 'found', 'their', 'own', 'hedge', 'fund', '.')	False
eat	eating	Is kde eating your life?	19885	8	2	('Is', 'kde', 'eating', 'your', 'life', '?')	False
eat	eating	I walk through the grocery store and think, 'i don't want any of this.'  (note: i am eating enough, i'm just not enjoying it.	34382	6	25	"('I', 'walk', 'through', 'the', 'grocery', 'store', 'and', 'think', ',', ""'"", 'i', 'do', ""n't"", 'want', 'any', 'of', 'this', '.', ""'"", ' ', '(', 'note', ':', 'i', 'am', 'eating', 'enough', ',', 'i', ""'m"", 'just', 'not', 'enjoying', 'it', '.')"	False
earn	earn	Anyone know of companies like that where i could earn a living?	32234	28	9	('Anyone', 'know', 'of', 'companies', 'like', 'that', 'where', 'i', 'could', 'earn', 'a', 'living', '?')	False
eat	Eating	Eating food on the mrt is so kinda' dangerous that it can even slap you with a five hundred dollar fine, which is so kinda' stupid	8100	25	0	"('Eating', 'food', 'on', 'the', 'mrt', 'is', 'so', 'kinda', ""'"", 'dangerous', 'that', 'it', 'can', 'even', 'slap', 'you', 'with', 'a', 'five', 'hundred', 'dollar', 'fine', ',', 'which', 'is', 'so', 'kinda', ""'"", 'stupid')"	False
eat	Eat	Eat, sleep, poop, something like that?	994	5	0	('Eat', ',', 'sleep', ',', 'poop', ',', 'something', 'like', 'that', '?')	False
earn	earned	Now i don't need to borrow money (something i really hate to do) as i have earned it instead.	4560	8	19	"('Now', 'i', 'do', ""n't"", 'need', 'to', 'borrow', 'money', '(', 'something', 'i', 'really', 'hate', 'to', 'do', ')', 'as', 'i', 'have', 'earned', 'it', 'instead', '.')"	False
earn	earn	This euro 04 is oso the time to earn money.	21868	14	8	('This', 'euro', '04', 'is', 'oso', 'the', 'time', 'to', 'earn', 'money', '.')	False
eat	eat	i may either go for a walk, eat pop-tarts, work on this page, or watch tv...	30667	6	8	('i', 'may', 'either', 'go', 'for', 'a', 'walk', ',', 'eat', 'pop', '-', 'tarts', ',', 'work', 'on', 'this', 'page', ',', 'or', 'watch', 'tv', '...')	False
eat	eat	Breakfast:  1 carb solutions yogurt that pam had @ the office  lunch:  1 one a day weight smart 1 individual bag of ritz bitz peanut butter crackers 1 water  dinner:  1 turkey burger just burger and bun small amount of macaroni and cheese that chris didn't eat   snacks:  2 miniture 100 grand bars  exercise:  absolutely nothing.	29294	6	55	"('Breakfast', ':', ' ', '1', 'carb', 'solutions', 'yogurt', 'that', 'pam', 'had', '@', 'the', 'office', ' ', 'lunch', ':', ' ', '1', 'one', 'a', 'day', 'weight', 'smart', '1', 'individual', 'bag', 'of', 'ritz', 'bitz', 'peanut', 'butter', 'crackers', '1', 'water', ' ', 'dinner', ':', ' ', '1', 'turkey', 'burger', 'just', 'burger', 'and', 'bun', 'small', 'amount', 'of', 'macaroni', 'and', 'cheese', 'that', 'chris', 'did', ""n't"", 'eat', '  ', 'snacks', ':', ' ', '2', 'miniture', '100', 'grand', 'bars', ' ', 'exercise', ':', ' ', 'absolutely', 'nothing', '.')"	False
eat	eat	Firstly we go to 'kimcary' eat hong kong traditional food.	32527	3	7	"('Firstly', 'we', 'go', 'to', ""'"", 'kimcary', ""'"", 'eat', 'hong', 'kong', 'traditional', 'food', '.')"	False
earn	earned	Bob kerrey, former senator, nebraska  pro: as 9/11 commission member, earned reputation as tough but fair  con: may be considered nepotism for john kerry to nominate his own brother   4.	17847	6	15	('Bob', 'kerrey', ',', 'former', 'senator', ',', 'nebraska', ' ', 'pro', ':', 'as', '9/11', 'commission', 'member', ',', 'earned', 'reputation', 'as', 'tough', 'but', 'fair', ' ', 'con', ':', 'may', 'be', 'considered', 'nepotism', 'for', 'john', 'kerry', 'to', 'nominate', 'his', 'own', 'brother', '  ', '4', '.')	False
earn	earn	I wouldnt be so reluctant to ask my parents for that money if i thought that i would be going to a college that accepted all of the college hours i earn during these two years.	20909	32	32	('I', 'would', 'nt', 'be', 'so', 'reluctant', 'to', 'ask', 'my', 'parents', 'for', 'that', 'money', 'if', 'i', 'thought', 'that', 'i', 'would', 'be', 'going', 'to', 'a', 'college', 'that', 'accepted', 'all', 'of', 'the', 'college', 'hours', 'i', 'earn', 'during', 'these', 'two', 'years', '.')	False
earn	earned	Big ups to the great grendali for his hard earned smackdown 2 ladder match victory of the the legend yesterday.	8643	24	9	('Big', 'ups', 'to', 'the', 'great', 'grendali', 'for', 'his', 'hard', 'earned', 'smackdown', '2', 'ladder', 'match', 'victory', 'of', 'the', 'the', 'legend', 'yesterday', '.')	False
eat	eat	Maybe he was making a statement 'i'll eat this if i have to, see what you put me through?'	16662	12	9	"('Maybe', 'he', 'was', 'making', 'a', 'statement', ""'"", 'i', ""'ll"", 'eat', 'this', 'if', 'i', 'have', 'to', ',', 'see', 'what', 'you', 'put', 'me', 'through', '?', ""'"")"	False
earn	earn	Dear journal, josh gave me a great idea tonight on how i could earn some money.	35724	0	14	('Dear', 'journal', ',', 'josh', 'gave', 'me', 'a', 'great', 'idea', 'tonight', 'on', 'how', 'i', 'could', 'earn', 'some', 'money', '.')	False
earn	earning	is it like some self-improvement or million dollar club spokeman sharing his 'secret' to earning that first million and laying kate beckinsale after?	19794	6	18	"('is', 'it', 'like', 'some', 'self', '-', 'improvement', 'or', 'million', 'dollar', 'club', 'spokeman', 'sharing', 'his', ""'"", 'secret', ""'"", 'to', 'earning', 'that', 'first', 'million', 'and', 'laying', 'kate', 'beckinsale', 'after', '?')"	False
eat	eat	You know the mood where you get all stressed because you don't have any presents for anyone and where you're in a bad mood because your relatives are coming over and the turkey is dry so you don't eat it and go hungry and where there's mass confusion everywhere..(catches breath)	31498	29	41	"('You', 'know', 'the', 'mood', 'where', 'you', 'get', 'all', 'stressed', 'because', 'you', 'do', ""n't"", 'have', 'any', 'presents', 'for', 'anyone', 'and', 'where', 'you', ""'re"", 'in', 'a', 'bad', 'mood', 'because', 'your', 'relatives', 'are', 'coming', 'over', 'and', 'the', 'turkey', 'is', 'dry', 'so', 'you', 'do', ""n't"", 'eat', 'it', 'and', 'go', 'hungry', 'and', 'where', 'there', ""'s"", 'mass', 'confusion', 'everywhere', '..', '(catches', 'breath', ')')"	False
earn	earn	Also, am i wrong to be worried that i will end up in a cab during pbj3 and earn the lame-o label?	7286	4	19	('Also', ',', 'am', 'i', 'wrong', 'to', 'be', 'worried', 'that', 'i', 'will', 'end', 'up', 'in', 'a', 'cab', 'during', 'pbj3', 'and', 'earn', 'the', 'lame', '-', 'o', 'label', '?')	False
earn	earn	It takes a bit to earn that.	4032	0	5	('It', 'takes', 'a', 'bit', 'to', 'earn', 'that', '.')	False
eat	eat	Do not finish torts until 6:00 p.m.  eat dinner.	13332	11	8	('Do', 'not', 'finish', 'torts', 'until', '6:00', 'p.m.', ' ', 'eat', 'dinner', '.')	False
eat	eat	Ma says eat broccoli, cereal and carrots.	32782	2	2	('Ma', 'says', 'eat', 'broccoli', ',', 'cereal', 'and', 'carrots', '.')	False
eat	eating	I always feel like i'm taking too much food or too little or eating too fast or too slow.	32997	3	14	"('I', 'always', 'feel', 'like', 'i', ""'m"", 'taking', 'too', 'much', 'food', 'or', 'too', 'little', 'or', 'eating', 'too', 'fast', 'or', 'too', 'slow', '.')"	False
earn	earn	She not only survived two house fires, the death of her mother at a young age, the loss of twin sibling sisters (who were adopted by other families on the island), a difficult stepmother (because of whom, she and her five siblings went to live in a seperate house where they would await visits from their over-worked father visiting his two families), but then went on to earn a high-school and college education by housecleaning and babysitting for mainlanders.	12794	8	78	('She', 'not', 'only', 'survived', 'two', 'house', 'fires', ',', 'the', 'death', 'of', 'her', 'mother', 'at', 'a', 'young', 'age', ',', 'the', 'loss', 'of', 'twin', 'sibling', 'sisters', '(', 'who', 'were', 'adopted', 'by', 'other', 'families', 'on', 'the', 'island', ')', ',', 'a', 'difficult', 'stepmother', '(', 'because', 'of', 'whom', ',', 'she', 'and', 'her', 'five', 'siblings', 'went', 'to', 'live', 'in', 'a', 'seperate', 'house', 'where', 'they', 'would', 'await', 'visits', 'from', 'their', 'over', '-', 'worked', 'father', 'visiting', 'his', 'two', 'families', ')', ',', 'but', 'then', 'went', 'on', 'to', 'earn', 'a', 'high', '-', 'school', 'and', 'college', 'education', 'by', 'housecleaning', 'and', 'babysitting', 'for', 'mainlanders', '.')	False
eat	eat	What should i eat for breakfast?	21788	3	3	('What', 'should', 'i', 'eat', 'for', 'breakfast', '?')	False
earn	earned	It's a way of saying to the world, 'i work hard and fit in the vast majority of my life; i've earned this moment of unbridled hedonism.'	6106	246	26	"('It', ""'s"", 'a', 'way', 'of', 'saying', 'to', 'the', 'world', ',', ""'"", 'i', 'work', 'hard', 'and', 'fit', 'in', 'the', 'vast', 'majority', 'of', 'my', 'life', ';', 'i', ""'ve"", 'earned', 'this', 'moment', 'of', 'unbridled', 'hedonism', '.', ""'"")"	False
earn	earned	These people earned the possibility to possibly recieve an award based on thier achievements.	32964	2	2	('These', 'people', 'earned', 'the', 'possibility', 'to', 'possibly', 'recieve', 'an', 'award', 'based', 'on', 'thier', 'achievements', '.')	False
eat	eating	This is a lot of pressure - i mean, i already have to stop eating meat on fridays, and then there's the whole easter vigil thing on holy saturday which is just about the longest mass in existence.	7020	3	15	"('This', 'is', 'a', 'lot', 'of', 'pressure', '-', 'i', 'mean', ',', 'i', 'already', 'have', 'to', 'stop', 'eating', 'meat', 'on', 'fridays', ',', 'and', 'then', 'there', ""'s"", 'the', 'whole', 'easter', 'vigil', 'thing', 'on', 'holy', 'saturday', 'which', 'is', 'just', 'about', 'the', 'longest', 'mass', 'in', 'existence', '.')"	False
earn	earns	But tell me, what do you buy a girl who has practially everything, earns more than $3k a month and that money is absolutely all to herself?	39167	1	15	('But', 'tell', 'me', ',', 'what', 'do', 'you', 'buy', 'a', 'girl', 'who', 'has', 'practially', 'everything', ',', 'earns', 'more', 'than', '$', '3k', 'a', 'month', 'and', 'that', 'money', 'is', 'absolutely', 'all', 'to', 'herself', '?')	False
earn	earns	Teja also earns about rs 5 million per month.	38048	42	2	('Teja', 'also', 'earns', 'about', 'rs', '5', 'million', 'per', 'month', '.')	False
earn	earned	In the last month or so, it looks like he's earned a similar 'scandal immunity'.	35010	25	12	"('In', 'the', 'last', 'month', 'or', 'so', ',', 'it', 'looks', 'like', 'he', ""'s"", 'earned', 'a', 'similar', ""'"", 'scandal', 'immunity', ""'"", '.')"	False
eat	eat	Yeah i know you love diets, well why not just eat whatever the hell you feel like and don't give a shit?	34708	17	11	"('Yeah', 'i', 'know', 'you', 'love', 'diets', ',', 'well', 'why', 'not', 'just', 'eat', 'whatever', 'the', 'hell', 'you', 'feel', 'like', 'and', 'do', ""n't"", 'give', 'a', 'shit', '?')"	False
eat	ate	I ate breakfast; my mom cooked up hashbrowns, toast, and bacon.	38332	1	1	('I', 'ate', 'breakfast', ';', 'my', 'mom', 'cooked', 'up', 'hashbrowns', ',', 'toast', ',', 'and', 'bacon', '.')	False
earn	earn	He is going to help me work on wiring harnesses (what i do for work) so i can earn a whole bunch of money by the end of the summer.	35959	1	20	('He', 'is', 'going', 'to', 'help', 'me', 'work', 'on', 'wiring', 'harnesses', '(', 'what', 'i', 'do', 'for', 'work', ')', 'so', 'i', 'can', 'earn', 'a', 'whole', 'bunch', 'of', 'money', 'by', 'the', 'end', 'of', 'the', 'summer', '.')	False
earn	earned	This new idea is the concept of 'resting', here is what the wow site says about it:   rest state    the rest state modifier only affects experience earned from killing monsters.	11784	1	32	"('This', 'new', 'idea', 'is', 'the', 'concept', 'of', ""'"", 'resting', ""'"", ',', 'here', 'is', 'what', 'the', 'wow', 'site', 'says', 'about', 'it', ':', '  ', 'rest', 'state', '   ', 'the', 'rest', 'state', 'modifier', 'only', 'affects', 'experience', 'earned', 'from', 'killing', 'monsters', '.')"	False
eat	eat	If this works, i'll  eat my hat!	14405	0	7	"('If', 'this', 'works', ',', 'i', ""'ll"", ' ', 'eat', 'my', 'hat', '!')"	False
earn	earned	In a few short months, crow -- who came to asu last summer from columbia university -- has already earned a reputation for flashy behavior.	39106	29	20	('In', 'a', 'few', 'short', 'months', ',', 'crow', '--', 'who', 'came', 'to', 'asu', 'last', 'summer', 'from', 'columbia', 'university', '--', 'has', 'already', 'earned', 'a', 'reputation', 'for', 'flashy', 'behavior', '.')	False
earn	earning	With the 'c' on his jersey, thornton was a huge reason why the bruins won the northeast division and compiled over 100 points, earning them the second seed in the eastern conference playoffs.	34469	4	27	"('With', 'the', ""'"", 'c', ""'"", 'on', 'his', 'jersey', ',', 'thornton', 'was', 'a', 'huge', 'reason', 'why', 'the', 'bruins', 'won', 'the', 'northeast', 'division', 'and', 'compiled', 'over', '100', 'points', ',', 'earning', 'them', 'the', 'second', 'seed', 'in', 'the', 'eastern', 'conference', 'playoffs', '.')"	False
