lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	randomized indices	randomized tokenized sentence	randomized token index	is_randomized
eat	eat	I am glad that i am raising money for kids in africa to eat...and i appreciate every person that donated to me.	20846	7	13	('I', 'am', 'glad', 'that', 'i', 'am', 'raising', 'money', 'for', 'kids', 'in', 'africa', 'to', 'eat', '...', 'and', 'i', 'appreciate', 'every', 'person', 'that', 'donated', 'to', 'me', '.')	(23, 5, 18, 19, 11, 3, 24, 1, 2, 17, 20, 12, 13, 15, 14, 8, 21, 10, 6, 7, 22, 0, 9, 4, 16)	('me', 'am', 'every', 'person', 'africa', 'that', '.', 'am', 'glad', 'appreciate', 'that', 'to', 'eat', 'and', '...', 'for', 'donated', 'in', 'raising', 'money', 'to', 'I', 'kids', 'i', 'i')	12.0	True
eat	ate	We all ate a lot and did our laundry.	14313	5	2	('We', 'all', 'ate', 'a', 'lot', 'and', 'did', 'our', 'laundry', '.')	(1, 4, 9, 7, 0, 6, 2, 8, 3, 5)	('all', 'lot', '.', 'our', 'We', 'did', 'ate', 'laundry', 'a', 'and')	6.0	True
eat	eats	Oh yeah, now he eats people.	15295	16	5	('Oh', 'yeah', ',', 'now', 'he', 'eats', 'people', '.')	(6, 0, 4, 7, 3, 2, 5, 1)	('people', 'Oh', 'he', '.', 'now', ',', 'eats', 'yeah')	6.0	True
eat	ate	Mainly because i was a very foolish girl last night and ate a whole packet of chocolate fudge crunch creams.	14206	1	11	('Mainly', 'because', 'i', 'was', 'a', 'very', 'foolish', 'girl', 'last', 'night', 'and', 'ate', 'a', 'whole', 'packet', 'of', 'chocolate', 'fudge', 'crunch', 'creams', '.')	(7, 8, 16, 0, 4, 20, 11, 3, 15, 10, 6, 13, 5, 17, 14, 18, 2, 12, 1, 9, 19)	('girl', 'last', 'chocolate', 'Mainly', 'a', '.', 'ate', 'was', 'of', 'and', 'foolish', 'whole', 'very', 'fudge', 'packet', 'crunch', 'i', 'a', 'because', 'night', 'creams')	6.0	True
eat	eating	Night 6: after sleeping all day and eating some delicious authentic tacos (soft tortilla kind of wraps not hard shells) with a friend of a friend, i was ready to party again.	27357	80	8	('Night', '6', ':', 'after', 'sleeping', 'all', 'day', 'and', 'eating', 'some', 'delicious', 'authentic', 'tacos', '(', 'soft', 'tortilla', 'kind', 'of', 'wraps', 'not', 'hard', 'shells', ')', 'with', 'a', 'friend', 'of', 'a', 'friend', ',', 'i', 'was', 'ready', 'to', 'party', 'again', '.')	(30, 15, 8, 36, 0, 31, 24, 32, 25, 5, 11, 17, 6, 28, 26, 13, 27, 34, 29, 18, 35, 14, 12, 23, 21, 1, 4, 7, 22, 16, 10, 9, 20, 2, 33, 19, 3)	('i', 'tortilla', 'eating', '.', 'Night', 'was', 'a', 'ready', 'friend', 'all', 'authentic', 'of', 'day', 'friend', 'of', '(', 'a', 'party', ',', 'wraps', 'again', 'soft', 'tacos', 'with', 'shells', '6', 'sleeping', 'and', ')', 'kind', 'delicious', 'some', 'hard', ':', 'to', 'not', 'after')	2.0	True
eat	eating	The night will then continue until all eating and drinking has been done, then someone will say banzai 3x and the others will echo them enthusiastically.	27304	88	7	('The', 'night', 'will', 'then', 'continue', 'until', 'all', 'eating', 'and', 'drinking', 'has', 'been', 'done', ',', 'then', 'someone', 'will', 'say', 'banzai', '3x', 'and', 'the', 'others', 'will', 'echo', 'them', 'enthusiastically', '.')	(7, 26, 5, 0, 2, 25, 19, 21, 1, 10, 3, 14, 11, 9, 8, 18, 27, 20, 6, 17, 15, 23, 4, 22, 24, 13, 16, 12)	('eating', 'enthusiastically', 'until', 'The', 'will', 'them', '3x', 'the', 'night', 'has', 'then', 'then', 'been', 'drinking', 'and', 'banzai', '.', 'and', 'all', 'say', 'someone', 'will', 'continue', 'others', 'echo', ',', 'will', 'done')	0.0	True
eat	eating	They have this incredible big band station that i'm just eating up.	32192	8	11	"('They', 'have', 'this', 'incredible', 'big', 'band', 'station', 'that', 'i', ""'m"", 'just', 'eating', 'up', '.')"	(7, 4, 10, 8, 1, 2, 13, 0, 9, 11, 3, 12, 5, 6)	"('that', 'big', 'just', 'i', 'have', 'this', '.', 'They', ""'m"", 'eating', 'incredible', 'up', 'band', 'station')"	9.0	True
eat	eats	Ewwww, who eats that, us!!	22552	9	3	('Ewwww', ',', 'who', 'eats', 'that', ',', 'us', '!', '!')	(4, 3, 6, 8, 5, 1, 0, 7, 2)	('that', 'eats', 'us', '!', ',', ',', 'Ewwww', '!', 'who')	1.0	True
eat	eating	I hung out with a friend today who reminds me of the 'good old days' of eating nonstop.	22894	6	18	"('I', 'hung', 'out', 'with', 'a', 'friend', 'today', 'who', 'reminds', 'me', 'of', 'the', ""'"", 'good', 'old', 'days', ""'"", 'of', 'eating', 'nonstop', '.')"	(6, 20, 8, 14, 10, 13, 2, 15, 16, 18, 17, 19, 12, 11, 5, 0, 9, 4, 7, 1, 3)	"('today', '.', 'reminds', 'old', 'of', 'good', 'out', 'days', ""'"", 'eating', 'of', 'nonstop', ""'"", 'the', 'friend', 'I', 'me', 'a', 'who', 'hung', 'with')"	9.0	True
eat	eating	I'm eating mysterious popcorn.	28110	7	2	"('I', ""'m"", 'eating', 'mysterious', 'popcorn', '.')"	(5, 0, 2, 1, 3, 4)	"('.', 'I', 'eating', ""'m"", 'mysterious', 'popcorn')"	2.0	True
eat	eating	such a great movie...  the last couple nights ive been eating chocolate chips out of the bag.	28678	5	13	('such', 'a', 'great', 'movie', '...', ' ', 'the', 'last', 'couple', 'nights', 'i', 've', 'been', 'eating', 'chocolate', 'chips', 'out', 'of', 'the', 'bag', '.')				False
eat	ate	I met ate lia in that committee.	26983	23	2	('I', 'met', 'ate', 'lia', 'in', 'that', 'committee', '.')				False
eat	eaten	I am fairly certain i had eaten a few of the types of fish we saw that day.	20804	48	6	('I', 'am', 'fairly', 'certain', 'i', 'had', 'eaten', 'a', 'few', 'of', 'the', 'types', 'of', 'fish', 'we', 'saw', 'that', 'day', '.')				False
eat	eaten	They look marginally happier now there is no chance of being eaten.	14159	10	11	('They', 'look', 'marginally', 'happier', 'now', 'there', 'is', 'no', 'chance', 'of', 'being', 'eaten', '.')				False
eat	eating	I ended up not eating it.	25932	9	4	('I', 'ended', 'up', 'not', 'eating', 'it', '.')				False
eat	ate	It was fun we basically just talked and sang happy birthday to her mom and ate cake!	8145	2	15	('It', 'was', 'fun', 'we', 'basically', 'just', 'talked', 'and', 'sang', 'happy', 'birthday', 'to', 'her', 'mom', 'and', 'ate', 'cake', '!')				False
eat	eating	den from tue till now, i've been eating alot.	118	21	9	"('den', 'from', 'tue', 'till', 'now', ',', 'i', ""'ve"", 'been', 'eating', 'alot', '.')"				False
eat	eat	i don even haf to strength to walk to my own toilet still ask me go gym...eat noodles for my dinner yuck it taste suck...after eating three rounds of medicine	4780	4	18	('i', 'don', 'even', 'haf', 'to', 'strength', 'to', 'walk', 'to', 'my', 'own', 'toilet', 'still', 'ask', 'me', 'go', 'gym', '...', 'eat', 'noodles', 'for', 'my', 'dinner', 'yuck', 'it', 'taste', 'suck', '...', 'after', 'eating', 'three', 'rounds', 'of', 'medicine')				False
eat	eaten	After all, who hasn’t ever eaten a bagel?	15465	36	7	('After', 'all', ',', 'who', 'has', 'n’t', 'ever', 'eaten', 'a', 'bagel', '?')				False
eat	eat	The rancher replied:  'enough to eat all the grass.	7764	2	8	"('The', 'rancher', 'replied', ':', ' ', ""'"", 'enough', 'to', 'eat', 'all', 'the', 'grass', '.')"				False
eat	eat	y a sudden urge wanting to eat cj's strawberry pies eh?	26527	43	6	"('y', 'a', 'sudden', 'urge', 'wanting', 'to', 'eat', 'cj', ""'s"", 'strawberry', 'pies', 'eh', '?')"				False
eat	eat	And by the way, you  can  have your cake and eat it too.	26354	38	13	('And', 'by', 'the', 'way', ',', 'you', ' ', 'can', ' ', 'have', 'your', 'cake', 'and', 'eat', 'it', 'too', '.')				False
eat	eat	The strangest things are there for me,                        both things to eat and things to see,                        and many frightening sights abroad                       till morning in the land of nod.	17159	7	12	('The', 'strangest', 'things', 'are', 'there', 'for', 'me', ',', '                       ', 'both', 'things', 'to', 'eat', 'and', 'things', 'to', 'see', ',', '                       ', 'and', 'many', 'frightening', 'sights', 'abroad', '                      ', 'till', 'morning', 'in', 'the', 'land', 'of', 'nod', '.')				False
eat	ate	Portgas d. ace...he ate the mera mera fruit and can extract and control fire at will.	12420	0	5	('Portgas', 'd.', 'ace', '...', 'he', 'ate', 'the', 'mera', 'mera', 'fruit', 'and', 'can', 'extract', 'and', 'control', 'fire', 'at', 'will', '.')				False
eat	eat	My mom tells me i'm fat all the time, and yells at me if i eat more than she thinks i should...	4918	17	17	"('My', 'mom', 'tells', 'me', 'i', ""'m"", 'fat', 'all', 'the', 'time', ',', 'and', 'yells', 'at', 'me', 'if', 'i', 'eat', 'more', 'than', 'she', 'thinks', 'i', 'should', '...')"				False
eat	eat	u know she dreams abt the food she wants to eat the next day!!	16577	26	10	('u', 'know', 'she', 'dreams', 'abt', 'the', 'food', 'she', 'wants', 'to', 'eat', 'the', 'next', 'day', '!', '!')				False
eat	ate	i ate octopus!	36923	22	1	('i', 'ate', 'octopus', '!')				False
eat	eat	and i want to eat it too)...	27484	8	4	('and', 'i', 'want', 'to', 'eat', 'it', 'too', ')', '...')				False
eat	ate	When we awoke quite early we all kind of laughed about the night before, ate a little breakfast, and began trying to figure out train times to head home in the early afternoon.	22521	30	15	('When', 'we', 'awoke', 'quite', 'early', 'we', 'all', 'kind', 'of', 'laughed', 'about', 'the', 'night', 'before', ',', 'ate', 'a', 'little', 'breakfast', ',', 'and', 'began', 'trying', 'to', 'figure', 'out', 'train', 'times', 'to', 'head', 'home', 'in', 'the', 'early', 'afternoon', '.')				False
eat	eat	i'm hoping in a week or so they'll adjust and come out of there more than to eat and poop.	20549	16	19	"('i', ""'m"", 'hoping', 'in', 'a', 'week', 'or', 'so', 'they', ""'ll"", 'adjust', 'and', 'come', 'out', 'of', 'there', 'more', 'than', 'to', 'eat', 'and', 'poop', '.')"				False
eat	eat	I am trying to eat like my trainer said for me to eat.	34524	1	4	('I', 'am', 'trying', 'to', 'eat', 'like', 'my', 'trainer', 'said', 'for', 'me', 'to', 'eat', '.')				False
eat	ate	They did take me out to lunch the first two days but the rest of the week i ate alone and from that point on i ate alone because they didn't want me in their clique (3 people were really clique).	4745	24	26	"('They', 'did', 'take', 'me', 'out', 'to', 'lunch', 'the', 'first', 'two', 'days', 'but', 'the', 'rest', 'of', 'the', 'week', 'i', 'ate', 'alone', 'and', 'from', 'that', 'point', 'on', 'i', 'ate', 'alone', 'because', 'they', 'did', ""n't"", 'want', 'me', 'in', 'their', 'clique', '(', '3', 'people', 'were', 'really', 'clique', ')', '.')"				False
eat	eat	*without muzic, the nite would be really bored* eat nua crapped thro out the nite n left at 6+am  4 june 2004 fri waitied for the 1st bus took mrt to bedok for breakfast..ping was really restless by then..finished eating we took 196 back..it was a long journey..n cold!	36151	23	11	('*', 'without', 'muzic', ',', 'the', 'nite', 'would', 'be', 'really', 'bored', '*', 'eat', 'nua', 'crapped', 'thro', 'out', 'the', 'nite', 'n', 'left', 'at', '6+am', ' ', '4', 'june', '2004', 'fri', 'waitied', 'for', 'the', '1st', 'bus', 'took', 'mrt', 'to', 'bedok', 'for', 'breakfast', '..', 'ping', 'was', 'really', 'restless', 'by', 'then', '..', 'finished', 'eating', 'we', 'took', '196', 'back', '..', 'it', 'was', 'a', 'long', 'journey', '..', 'n', 'cold', '!')				False
eat	ate	im dead pag-uwi ni ate.	37507	41	7	('i', 'm', 'dead', 'pag', '-', 'uwi', 'ni', 'ate', '.')				False
eat	eat	in fact, for isdas, this is the time of the year that they have thanksgiving for not having the burr passion eat them.	33027	6	23	('in', 'fact', ',', 'for', 'isdas', ',', 'this', 'is', 'the', 'time', 'of', 'the', 'year', 'that', 'they', 'have', 'thanksgiving', 'for', 'not', 'having', 'the', 'burr', 'passion', 'eat', 'them', '.')				False
eat	eating	I job shadowed missy at work for a couple of days and this is a picture of missy eating her breakfast from a paper cup.	1368	2	18	('I', 'job', 'shadowed', 'missy', 'at', 'work', 'for', 'a', 'couple', 'of', 'days', 'and', 'this', 'is', 'a', 'picture', 'of', 'missy', 'eating', 'her', 'breakfast', 'from', 'a', 'paper', 'cup', '.')				False
eat	eat	'my asshole at last decided to eat my hand'..	34448	7	7	"(""'"", 'my', 'asshole', 'at', 'last', 'decided', 'to', 'eat', 'my', 'hand', ""'"", '..')"				False
eat	eating	Ever see a cisco catalyst 2950 xli eating 'po chai pills' hahahaha!	19648	22	7	"('Ever', 'see', 'a', 'cisco', 'catalyst', '2950', 'xli', 'eating', ""'"", 'po', 'chai', 'pills', ""'"", 'hahahaha', '!')"				False
eat	eat	The kicker is, we took some plastic containers so that we could shovel some under the table here and there in order to have all we could eat later too.	34512	17	28	('The', 'kicker', 'is', ',', 'we', 'took', 'some', 'plastic', 'containers', 'so', 'that', 'we', 'could', 'shovel', 'some', 'under', 'the', 'table', 'here', 'and', 'there', 'in', 'order', 'to', 'have', 'all', 'we', 'could', 'eat', 'later', 'too', '.')				False
eat	eat	gatta eat and then coach, wish my sistas team luck.	1155	25	1	('gatta', 'eat', 'and', 'then', 'coach', ',', 'wish', 'my', 'sistas', 'team', 'luck', '.')				False
eat	ate	nvm.. then after that we ate kfc.... then wanyi n yifeng went to play sum comp games...	33898	4	6	('nvm', '..', 'then', 'after', 'that', 'we', 'ate', 'kfc', '....', 'then', 'wanyi', 'n', 'yifeng', 'went', 'to', 'play', 'sum', 'comp', 'games', '...')				False
eat	eat	yesterday i went shopping around orchard...bought lots and lotsa of stuff and at nite we went lau pa sat to eat satay.	14043	2	22	('yesterday', 'i', 'went', 'shopping', 'around', 'orchard', '...', 'bought', 'lots', 'and', 'lotsa', 'of', 'stuff', 'and', 'at', 'nite', 'we', 'went', 'lau', 'pa', 'sat', 'to', 'eat', 'satay', '.')				False
eat	eat	-_-' my ulcer is getting bigger and bigger, and yet, my friends dragged me to eat fried chickens.	21159	2	18	"('-_-', ""'"", 'my', 'ulcer', 'is', 'getting', 'bigger', 'and', 'bigger', ',', 'and', 'yet', ',', 'my', 'friends', 'dragged', 'me', 'to', 'eat', 'fried', 'chickens', '.')"				False
eat	eat	next time dun eat too much..	36152	12	3	('next', 'time', 'dun', 'eat', 'too', 'much', '..')				False
eat	eat	(like please take some i dont want to eat much of this!)..and she looks over at my plate and is like... um, i dont think thats the fish-	37035	21	10	('(', 'like', 'please', 'take', 'some', 'i', 'do', 'nt', 'want', 'to', 'eat', 'much', 'of', 'this!)', '..', 'and', 'she', 'looks', 'over', 'at', 'my', 'plate', 'and', 'is', 'like', '...', 'um', ',', 'i', 'do', 'nt', 'think', 'that', 's', 'the', 'fish-')				False
eat	eat	Ask her to eat!!'	124	6	3	"('Ask', 'her', 'to', 'eat', '!', '!', ""'"")"				False
eat	eats	Anyway, i finished  the song of the lark  several days ago, and right now i'm reading  eats, shoots, and leaves  by lynne truss.	16089	2	22	"('Anyway', ',', 'i', 'finished', ' ', 'the', 'song', 'of', 'the', 'lark', ' ', 'several', 'days', 'ago', ',', 'and', 'right', 'now', 'i', ""'m"", 'reading', ' ', 'eats', ',', 'shoots', ',', 'and', 'leaves', ' ', 'by', 'lynne', 'truss', '.')"				False
eat	ate	So, after that, we all ate dinner, lots of famille ppl with us, and we talked some, and then around 7 went to jason's apartment.	20964	18	7	"('So', ',', 'after', 'that', ',', 'we', 'all', 'ate', 'dinner', ',', 'lots', 'of', 'famille', 'ppl', 'with', 'us', ',', 'and', 'we', 'talked', 'some', ',', 'and', 'then', 'around', '7', 'went', 'to', 'jason', ""'s"", 'apartment', '.')"				False
eat	eat	I used to eat lunch with him every sunday while i was in college.	15834	8	3	('I', 'used', 'to', 'eat', 'lunch', 'with', 'him', 'every', 'sunday', 'while', 'i', 'was', 'in', 'college', '.')				False
eat	eating	2) exactly half of all children who grow up in bread - eating households score in the bottom 50% on standardized iq tests !	5865	2	13	('2', ')', 'exactly', 'half', 'of', 'all', 'children', 'who', 'grow', 'up', 'in', 'bread', '-', 'eating', 'households', 'score', 'in', 'the', 'bottom', '50', '%', 'on', 'standardized', 'iq', 'tests', '!')				False
eat	eating	A pussy-eating man will never be heard ordering a 'decaf cafe latte with skim or with a twist of lemon' and he will never, ever know what artificial sweetener tastes like.	28772	20	3	"('A', 'pussy', '-', 'eating', 'man', 'will', 'never', 'be', 'heard', 'ordering', 'a', ""'"", 'decaf', 'cafe', 'latte', 'with', 'skim', 'or', 'with', 'a', 'twist', 'of', 'lemon', ""'"", 'and', 'he', 'will', 'never', ',', 'ever', 'know', 'what', 'artificial', 'sweetener', 'tastes', 'like', '.')"				False
eat	eat	These people are well funded...i'm sure they eat well.	17853	46	9	"('These', 'people', 'are', 'well', 'funded', '...', ""i'm"", 'sure', 'they', 'eat', 'well', '.')"				False
eat	ate	In middle school, all the kids would say that every corn-nut you ate took five minutes off your life.	19955	28	15	('In', 'middle', 'school', ',', 'all', 'the', 'kids', 'would', 'say', 'that', 'every', 'corn', '-', 'nut', 'you', 'ate', 'took', 'five', 'minutes', 'off', 'your', 'life', '.')				False
eat	ate	Congratulations to the whole family, especially first-time parents, kuya francis & ate jenny, first-time grandparents, tito nesty & tita susie and new auntie iya!!!!	15612	9	15	('Congratulations', 'to', 'the', 'whole', 'family', ',', 'especially', 'first', '-', 'time', 'parents', ',', 'kuya', 'francis', '&', 'ate', 'jenny', ',', 'first', '-', 'time', 'grandparents', ',', 'tito', 'nesty', '&', 'tita', 'susie', 'and', 'new', 'auntie', 'iya', '!', '!', '!', '!')				False
eat	eat	Plus i got to see jeff eat 100 paintballs.	31581	7	6	('Plus', 'i', 'got', 'to', 'see', 'jeff', 'eat', '100', 'paintballs', '.')				False
eat	eating	It seems we all keep coming back, i distinctly remember cursing blog at about this time yesterday for eating my sys, but i guess it's like crack...step on one and god help your mother...or was it the mother of all invention, well good thing either works.	32470	0	19	"('It', 'seems', 'we', 'all', 'keep', 'coming', 'back', ',', 'i', 'distinctly', 'remember', 'cursing', 'blog', 'at', 'about', 'this', 'time', 'yesterday', 'for', 'eating', 'my', 'sys', ',', 'but', 'i', 'guess', 'it', ""'s"", 'like', 'crack', '...', 'step', 'on', 'one', 'and', 'god', 'help', 'your', 'mother', '...', 'or', 'was', 'it', 'the', 'mother', 'of', 'all', 'invention', ',', 'well', 'good', 'thing', 'either', 'works', '.')"				False
eat	ate	well i just threw my hair up, washed my fase, ate, dressed, and left.	29895	12	12	('well', 'i', 'just', 'threw', 'my', 'hair', 'up', ',', 'washed', 'my', 'fase', ',', 'ate', ',', 'dressed', ',', 'and', 'left', '.')				False
eat	ate	On friday i came home and went on the computer, i took a shower then blowdryed my hair, ate some chinese and got dressed and put on some makeup.	29890	2	20	('On', 'friday', 'i', 'came', 'home', 'and', 'went', 'on', 'the', 'computer', ',', 'i', 'took', 'a', 'shower', 'then', 'blowdryed', 'my', 'hair', ',', 'ate', 'some', 'chinese', 'and', 'got', 'dressed', 'and', 'put', 'on', 'some', 'makeup', '.')				False
eat	eating	Like when you start taking a bite of chocolate, you just can't stop eating it till the last bite.	10758	79	15	"('Like', 'when', 'you', 'start', 'taking', 'a', 'bite', 'of', 'chocolate', ',', 'you', 'just', 'ca', ""n't"", 'stop', 'eating', 'it', 'till', 'the', 'last', 'bite', '.')"				False
eat	eating	I always feel like i'm taking too much food or too little or eating too fast or too slow.	32997	3	14	"('I', 'always', 'feel', 'like', 'i', ""'m"", 'taking', 'too', 'much', 'food', 'or', 'too', 'little', 'or', 'eating', 'too', 'fast', 'or', 'too', 'slow', '.')"				False
eat	eat	The coward stands right beside her and let's her eat the fruit.	19559	19	10	"('The', 'coward', 'stands', 'right', 'beside', 'her', 'and', 'let', ""'s"", 'her', 'eat', 'the', 'fruit', '.')"				False
eat	eat	Actually, i do eat dessert.	12388	18	4	('Actually', ',', 'i', 'do', 'eat', 'dessert', '.')				False
eat	eating	eating together for lunch became a routine.	33831	18	0	('eating', 'together', 'for', 'lunch', 'became', 'a', 'routine', '.')				False
eat	ate	And i will admit, as ate tin-tin and ate cyn will also, that every single time someone asked us what we were doing this weekend, we all quickly uttered under our breaths, 'oh, i'm going to a concert' hoping they wouldn't ask which one...which people did every time.	15625	7	11	"('And', 'i', 'will', 'admit', ',', 'as', 'ate', 'tin', '-', 'tin', 'and', 'ate', 'cyn', 'will', 'also', ',', 'that', 'every', 'single', 'time', 'someone', 'asked', 'us', 'what', 'we', 'were', 'doing', 'this', 'weekend', ',', 'we', 'all', 'quickly', 'uttered', 'under', 'our', 'breaths', ',', ""'"", 'oh', ',', 'i', ""'m"", 'going', 'to', 'a', 'concert', ""'"", 'hoping', 'they', 'would', ""n't"", 'ask', 'which', 'one', '...', 'which', 'people', 'did', 'every', 'time', '.')"				False
eat	eat	He wasn't allowed to eat anything coz of the anesthesia.	287	7	5	"('He', 'was', ""n't"", 'allowed', 'to', 'eat', 'anything', 'coz', 'of', 'the', 'anesthesia', '.')"				False
eat	eat	Anyway i stayed in the school all day for that week and only once i came home to eat, so im just glad its over.	10660	5	18	('Anyway', 'i', 'stayed', 'in', 'the', 'school', 'all', 'day', 'for', 'that', 'week', 'and', 'only', 'once', 'i', 'came', 'home', 'to', 'eat', ',', 'so', 'i', 'm', 'just', 'glad', 'its', 'over', '.')				False
