,lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,BERT tag,BERT replacements,entropy,%OPENCLASS,POS PREDICTIONS,ROBERTA REPLACEMENTS
142,door,door,0.0030581039755351,0.0122324159021406,5,This stimulus is often sought after by companies as those moments can take a company from deaths door to rebirth.,17724,2,17,"('This', 'stimulus', 'is', 'often', 'sought', 'after', 'by', 'companies', 'as', 'those', 'moments', 'can', 'take', 'a', 'company', 'from', 'deaths', 'door', 'to', 'rebirth', '.')",1635.0,ADP,"['due', 'leading,', 'down', 'through']",0.1325467754152863,1.0,NOUN,"[',', 'down', 'path', 'course', 'and']"
143,door,door,0.0030581039755351,0.0122324159021406,5,And Becca suggested that Michael and I do a Duo next year about a saleslady who goes to this guys door and wont go away.,7970,55,20,"('And', 'Becca', 'suggested', 'that', 'Michael', 'and', 'I', 'do', 'a', 'Duo', 'next', 'year', 'about', 'a', 'saleslady', 'who', 'goes', 'to', 'this', 'guys', 'door', 'and', 'wo', 'nt', 'go', 'away', '.')",1635.0,NOUN,"['house', 'place', 'club', 'store', 'party']",0.1325467754152863,1.0,NOUN,"['house', 'office', 'shop', 'store', 'home']"
144,door,door,0.0030581039755351,0.0122324159021406,5,Not feeling quite so Inspired now  Nothing like breaking the news to door number 4 about door number 3 to ruin a good mood.,4252,0,13,"('Not', 'feeling', 'quite', 'so', 'Inspired', 'now', ' ', 'Nothing', 'like', 'breaking', 'the', 'news', 'to', 'door', 'number', '4', 'about', 'door', 'number', '3', 'to', 'ruin', 'a', 'good', 'mood', '.')",1635.0,VERB,"['door', 'Door', 'room', 'floor', 'doors']",0.1325467754152863,1.0,VERB,"['door', 'Door', 'room', 'house', 'window']"
145,bad,bad,0.0005454049631851,0.0156803926915734,4,"On a brighter note I am heading to the beach this afternoon with a new friend... to bad the puppy is so small or she could come too, I am afraid that the heat would be to much for her given her size.",20135,12,18,"('On', 'a', 'brighter', 'note', 'I', 'am', 'heading', 'to', 'the', 'beach', 'this', 'afternoon', 'with', 'a', 'new', 'friend', '...', 'to', 'bad', 'the', 'puppy', 'is', 'so', 'small', 'or', 'she', 'could', 'come', 'too', ',', 'I', 'am', 'afraid', 'that', 'the', 'heat', 'would', 'be', 'to', 'much', 'for', 'her', 'given', 'her', 'size', '.')",7334.0,VERB,"['say', 'ensure', 'see', 'think', 'hope']",0.1326831455446424,0.9989103786434214,VERB,"['bad', 'sad', 'be', 'think', 'say']"
146,bad,bad,0.0005454049631851,0.0156803926915734,4,Here are some of my finds so far: http://ufos.about.com/ http://www.ufology.org.uk/   (to bad its perely british and the despise anyone else....),38515,7,14,"('Here', 'are', 'some', 'of', 'my', 'finds', 'so', 'far', ':', 'http://ufos.about.com/', 'http://www.ufology.org.uk/', '  ', '(', 'to', 'bad', 'its', 'perely', 'british', 'and', 'the', 'despise', 'anyone', 'else', '....', ')')",7334.0,VERB,"['avoid', 'keep', 'find', 'be', 'consider']",0.1326831455446424,0.9989103786434214,VERB,"['me', 'them', 'say', 'mention', 'see']"
147,bad,bad,0.0005454049631851,0.0156803926915734,4,I think tt I'm realli gonna bad real bad,21848,52,8,"('I', 'think', 'tt', 'I', ""'m"", 'realli', 'gon', 'na', 'bad', 'real', 'bad')",7334.0,ADP,['##ntriny'],0.1326831455446424,0.9989103786434214,PART,"['feel', 'be', 'do', 'a', 'look']"
148,bad,Bad,0.0005454049631851,0.0156803926915734,4,Bad me.,17388,15,0,"('Bad', 'me', '.')",7334.0,VERB,"['Trust', 'Help', 'Tell', 'For', 'Not']",0.1326831455446424,0.9989103786434214,VERB,"['Contact', 'Subscribe', 'Kontakt', 'Kontak', 'Download']"
149,cute,CUTE,0.0007836990595611,0.0141065830721003,1,urlLink    ITS OUR CUTE LIL ROOKIE!!!,22366,0,4,"('urlLink', '   ', 'ITS', 'OUR', 'CUTE', 'LIL', 'ROOKIE', '!', '!', '!')",1276.0,ADP,"['TO', 'THE', '-', 'A', 'ON']",0.132956838437424,0.996096799375488,ADJ,"['NEW', 'BEST', 'MY', 'A', 'SUPER']"
150,camper,campers,0.0185185185185185,0.0,1,especially when u are scolding yr cadets/campers its so sad.,34734,8,8,"('especially', 'when', 'u', 'are', 'scolding', 'yr', 'cadets', '/', 'campers', 'its', 'so', 'sad', '.')",54.0,CCONJ,"['and', 'it', 'It', 'And', 'Why']",0.1330396486106989,1.0,NOUN,"['girls', 'students', 'girl', 'daughter', 'boys']"
151,sleeve,sleeve,0.0186915887850467,0.0,2,"You just unhook it, sleeve it and tag it and it is ready to be put on the rack.",34357,1,5,"('You', 'just', 'unhook', 'it', ',', 'sleeve', 'it', 'and', 'tag', 'it', 'and', 'it', 'is', 'ready', 'to', 'be', 'put', 'on', 'the', 'rack', '.')",107.0,VERB,"['grab', 'fold', 'take', 'tie', 'hold']",0.1340297961680359,1.0,VERB,"['wrap', 'hang', 'tie', 'pack', 'seal']"
152,sleeve,sleeved,0.0186915887850467,0.0,2,"I boarded and sleeved an entire box of comics last night, and I have two more to go.",17104,41,3,"('I', 'boarded', 'and', 'sleeved', 'an', 'entire', 'box', 'of', 'comics', 'last', 'night', ',', 'and', 'I', 'have', 'two', 'more', 'to', 'go', '.')",107.0,VERB,"['bought', 'sold', 'got', 'purchased', 'grabbed']",0.1340297961680359,1.0,VERB,"['bought', 'got', 'signed', 'read', 'finished']"
153,elegant,ELEGANT,0.0188679245283018,0.0,1,You're ELEGANT sexy!,3904,0,2,"('You', ""'re"", 'ELEGANT', 'sexy', '!')",53.0,ADV,"['so', 'too', 'incredibly', 'very', 'fucking']",0.1350362028021276,1.0,ADV,"['so', 'very', 'really', 'too', 'pretty']"
154,excitement,excitement,0.00418410041841,0.0125523012552301,1,ERRATIC c : being out of the ordinary : UNUSUAL a taste for crazy hats 3 a : distracted with desire or excitement a thrill-crazy mob b : absurdly fond : INFATUATED he's crazy about the girl> c : passionately preoccupied : OBSESSED crazy about    urlLink   boats    .,39409,1,22,"('ERRATIC', 'c', ':', 'being', 'out', 'of', 'the', 'ordinary', ':', 'UNUSUAL', 'a', 'taste', 'for', 'crazy', 'hats', '3', 'a', ':', 'distracted', 'with', 'desire', 'or', 'excitement', 'a', 'thrill', '-', 'crazy', 'mob', 'b', ':', 'absurdly', 'fond', ':', 'INFATUATED', 'he', ""'s"", 'crazy', 'about', 'the', 'girl', '>', 'c', ':', 'passionately', 'preoccupied', ':', 'OBSESSED', 'crazy', 'about', '   ', 'urlLink', '  ', 'boats', '   ', '.')",239.0,ADP,"['in', 'fighting', 'battling', 'maybe', 'from']",0.1362794860353996,1.0,ADP,"['with', 'seeking', 'for', 'by', 'having']"
155,clarity,clarity,0.0192307692307692,0.0,1,"Sam will probably want to clarity the theory himself, but it amounts to 'generally, bass players are the coolest looking person in the band'.",29785,17,5,"('Sam', 'will', 'probably', 'want', 'to', 'clarity', 'the', 'theory', 'himself', ',', 'but', 'it', 'amounts', 'to', ""'"", 'generally', ',', 'bass', 'players', 'are', 'the', 'coolest', 'looking', 'person', 'in', 'the', 'band', ""'"", '.')",52.0,VERB,"['test', 'explain', 'confirm', 'prove', 'investigate']",0.1370994788998177,1.0,VERB,"['test', 'prove', 'confirm', 'check', 'explain']"
156,switzerland,switzerland,0.0196078431372549,0.9803921568627452,1,well maybe there shall be a part 2 to this blog but until then all i have to say is i love the people on my bus to bits because they helped make the experience to switzerland more fun and exciting.. namely jovan the donkey and ian the llama.,10091,38,36,"('well', 'maybe', 'there', 'shall', 'be', 'a', 'part', '2', 'to', 'this', 'blog', 'but', 'until', 'then', 'all', 'i', 'have', 'to', 'say', 'is', 'i', 'love', 'the', 'people', 'on', 'my', 'bus', 'to', 'bits', 'because', 'they', 'helped', 'make', 'the', 'experience', 'to', 'switzerland', 'more', 'fun', 'and', 'exciting', '..', 'namely', 'jovan', 'the', 'donkey', 'and', 'ian', 'the', 'llama', '.')",51.0,VERB,"['be', 'something', 'feel', 'get', 'much']",0.1392329990550989,1.0,VERB,"['be', 'me', 'much', 'bit', 'get']"
157,maryland,maryland,0.0196078431372549,0.9803921568627452,1,julz is going to maryland till Sunday,36195,27,4,"('julz', 'is', 'going', 'to', 'maryland', 'till', 'Sunday')",51.0,VERB,"['last', 'wait', 'be', 'stay', 'run']",0.1392329990550989,1.0,PROPN,"['vara', 'fortsätta', 'stanna', 'hålla', 'gå']"
158,small,smalls,0.000453514739229,0.0136054421768707,1,so was that effing guy that played smalls in the sandlot!,36014,7,7,"('so', 'was', 'that', 'effing', 'guy', 'that', 'played', 'smalls', 'in', 'the', 'sandlot', '!')",2205.0,NOUN,"['football', 'baseball', 'pool', 'soccer', 'me']",0.1403802589611417,0.9990937924784776,NOUN,"['it', 'ball', 'football', 'guitar', 'golf']"
159,goal,goals,0.0013623978201634,0.0095367847411444,1,"I shall be more upfront now, talk about my life, my dreams goals stuff like that.",18151,3,14,"('I', 'shall', 'be', 'more', 'upfront', 'now', ',', 'talk', 'about', 'my', 'life', ',', 'my', 'dreams', 'goals', 'stuff', 'like', 'that', '.')",734.0,PUNCT,"[',', 'and', 'or...', '-']",0.1413544900817132,0.998639455782313,CCONJ,"['and', '&', ',', 'or', '...']"
160,job,job,0.0002641310089804,0.0182250396196513,1,It will start in September and hopefully ill have a go lecturers assistants job to go with it!GREAT!,35430,5,13,"('It', 'will', 'start', 'in', 'September', 'and', 'hopefully', 'ill', 'have', 'a', 'go', 'lecturers', 'assistants', 'job', 'to', 'go', 'with', 'it!GREAT', '!')",3786.0,VERB,"['have', ""',"", 'around', 'decided']",0.1413673669456897,0.9994720168954594,VERB,"['course', 'degree', 'class', 'program', 'position']"
161,reminder,Reminders,0.02,0.0,3,"My TEETH even hurt, it's so bad...  Reminders to me for next time's post: -Talk about the 'special guests' at school.",30723,3,11,"('My', 'TEETH', 'even', 'hurt', ',', 'it', ""'s"", 'so', 'bad', '...', ' ', 'Reminders', 'to', 'me', 'for', 'next', 'time', ""'s"", 'post', ':', '-Talk', 'about', 'the', ""'"", 'special', 'guests', ""'"", 'at', 'school', '.')",150.0,VERB,"['Thanks', 'Listen', 'Talk', 'thanks', 'Speak']",0.1414405425418206,1.0,VERB,"['Talk', 'Listen', '</s>', 'Next', 'Thanks']"
162,reminder,Reminder,0.02,0.0,3,Reminder to self: breathe.,16500,9,0,"('Reminder', 'to', 'self', ':', 'breathe', '.')",150.0,VERB,"['Note', 'Second', 'Lie', 'According', 'Truth']",0.1414405425418206,1.0,VERB,"['Note', 'note', 'NOTE', 'Word', 'notes']"
163,reminder,Reminder,0.02,0.0,3,Reminder to self: incremental progress is the only progress there is.,16505,0,0,"('Reminder', 'to', 'self', ':', 'incremental', 'progress', 'is', 'the', 'only', 'progress', 'there', 'is', '.')",150.0,VERB,"['Note', 'According', 'Return', 'Truth', 'Listen']",0.1414405425418206,1.0,VERB,"['Note', 'note', 'NOTE', 'Word', 'notes']"
164,tiny,TINY,0.0027624309392265,0.011049723756906,1,SUKAPLS  OR:  TINY E  OR:  LANDAHZ   4.,7657,15,5,"('SUKAPLS', ' ', 'OR', ':', ' ', 'TINY', 'E', ' ', 'OR', ':', ' ', 'LANDAHZ', '  ', '4', '.')",362.0,NOUN,"['A', 'C', 'IN', 'B', 'R']",0.142494778177024,1.0,NOUN,"['R', 'E', '1', 'D', 'N']"
165,surprising,surprising,0.008695652173913,0.008695652173913,1,"but definitely, there were great memories from this trip (like will surprising me when i woke up monday morning for my bday!).",37144,531,13,"('but', 'definitely', ',', 'there', 'were', 'great', 'memories', 'from', 'this', 'trip', '(', 'like', 'will', 'surprising', 'me', 'when', 'i', 'woke', 'up', 'monday', 'morning', 'for', 'my', 'bday', '!', ')', '.')",115.0,VERB,"['tell', 'remember', 'remind', 'be', 'surprise']",0.1439228965711907,1.0,VERB,"['remember', 'and', 'surprise', 'remind', 'tell']"
166,frustration,frustration,0.0087336244541484,0.0087336244541484,2,"I'm thinking about romance, issues, what I need to do, frustration that I'll probably slack.",24650,12,14,"('I', ""'m"", 'thinking', 'about', 'romance', ',', 'issues', ',', 'what', 'I', 'need', 'to', 'do', ',', 'frustration', 'that', 'I', ""'ll"", 'probably', 'slack', '.')",229.0,PUNCT,"['things', 'stuff', 'something', 'and', 'not']",0.1444406089535669,1.0,PUNCT,"['and', 'after', 'so', 'now', 'thinking']"
167,frustration,frustration,0.0087336244541484,0.0087336244541484,2,"Jacob: i would like to know Me: is because we are not deliberate with what we think about Me: we are not deliberate about fully thinking things out Me: we make up fancies, and create ideals out of them Me: but we never really think them through and never fully act upon them Me: so, lots of things get put off, lots of things don't end up getting done Me: because we're too impatient to sit down, think things through, and do them Me: it causes us and others frustration Jacob:",24551,2,104,"('Jacob', ':', 'i', 'would', 'like', 'to', 'know', 'Me', ':', 'is', 'because', 'we', 'are', 'not', 'deliberate', 'with', 'what', 'we', 'think', 'about', 'Me', ':', 'we', 'are', 'not', 'deliberate', 'about', 'fully', 'thinking', 'things', 'out', 'Me', ':', 'we', 'make', 'up', 'fancies', ',', 'and', 'create', 'ideals', 'out', 'of', 'them', 'Me', ':', 'but', 'we', 'never', 'really', 'think', 'them', 'through', 'and', 'never', 'fully', 'act', 'upon', 'them', 'Me', ':', 'so', ',', 'lots', 'of', 'things', 'get', 'put', 'off', ',', 'lots', 'of', 'things', 'do', ""n't"", 'end', 'up', 'getting', 'done', 'Me', ':', 'because', 'we', ""'re"", 'too', 'impatient', 'to', 'sit', 'down', ',', 'think', 'things', 'through', ',', 'and', 'do', 'them', 'Me', ':', 'it', 'causes', 'us', 'and', 'others', 'frustration', 'Jacob', ':')",229.0,NOUN,"['problems.', 'trouble', 'pain,']",0.1444406089535669,1.0,VERB,"['to', 'problems', 'too', '.', 'suffering']"
168,boob,boobs,0.0088495575221238,0.0088495575221238,1,Apparently boobs sell booze out here.,12052,12,1,"('Apparently', 'boobs', 'sell', 'booze', 'out', 'here', '.')",113.0,PRON,"['they', 'you', 'people', 'we', 'I']",0.1460182441420748,1.0,PRON,"['they', 'we', 'I', 'you', 'people']"
169,profound,profound,0.0088495575221238,0.0088495575221238,1,My reasoning is either to profound (another word for idiotic) or my choice of topics to bland to cause another human being to be interested.,17738,5,5,"('My', 'reasoning', 'is', 'either', 'to', 'profound', '(', 'another', 'word', 'for', 'idiotic', ')', 'or', 'my', 'choice', 'of', 'topics', 'to', 'bland', 'to', 'cause', 'another', 'human', 'being', 'to', 'be', 'interested', '.')",113.0,VERB,"['lie', 'laugh', 'ask', 'agree', 'ignore']",0.1460182441420748,1.0,ADJ,"['stupid', 'bland', 'odd', 'idiot', 'rude']"
170,weak,Weak,0.0028011204481792,0.0084033613445378,1,"If you are curious about the title, 'Weak in the Presence,' it comes from Alison Moyet's song, '(I Grow) Weak in the Presence of Beauty.'",32235,10,9,"('If', 'you', 'are', 'curious', 'about', 'the', 'title', ',', ""'"", 'Weak', 'in', 'the', 'Presence', ',', ""'"", 'it', 'comes', 'from', 'Alison', 'Moyet', ""'s"", 'song', ',', ""'"", '(', 'I', 'Grow', ')', 'Weak', 'in', 'the', 'Presence', 'of', 'Beauty', '.', ""'"")",357.0,VERB,"['Beauty', 'Lost', 'Love', 'Living', 'Dancing']",0.1476381300541298,0.9889196675900276,NOUN,"['Strong', 'Beauty', 'Evil', 'Power', 'Light']"
171,strong,strong,0.0007788161993769,0.0186915887850467,1,You don't necessarily share our passion (to strong a word but I can't think of a better one) for Buffy.,2599,2,9,"('You', 'do', ""n't"", 'necessarily', 'share', 'our', 'passion', '(', 'to', 'strong', 'a', 'word', 'but', 'I', 'ca', ""n't"", 'think', 'of', 'a', 'better', 'one', ')', 'for', 'Buffy', '.')",1284.0,VERB,"['say', 'have', 'use', 'add', 'borrow']",0.1523175803688345,0.9984447900466564,VERB,"['use', 'change', 'pick', 'put', 'coin']"
172,salary,salaried,0.0093457943925233,0.0093457943925233,1,"This position turns out to be salaried and is forty hours instead of thirty six (three twelves and a four, weirdly enough).",31809,2,6,"('This', 'position', 'turns', 'out', 'to', 'be', 'salaried', 'and', 'is', 'forty', 'hours', 'instead', 'of', 'thirty', 'six', '(', 'three', 'twelves', 'and', 'a', 'four', ',', 'weirdly', 'enough', ')', '.')",107.0,ADJ,"['temporary', 'different', 'empty', 'wrong', 'impossible']",0.1527213849530826,1.0,ADJ,"['correct', 'right', 'wrong', 'longer', 'better']"
173,mysteriousbob87,MysteriousBob87,0.0032894736842105,0.9802631578947368,1,"MysteriousBob87 (7:31:28 PM): honestly, u should try it MysteriousBob87",27773,70,11,"('MysteriousBob87', '(', '7:31:28', 'PM', '):', 'honestly', ',', 'u', 'should', 'try', 'it', 'MysteriousBob87')",304.0,PUNCT,"['.!?', ';...']",0.1527898174825297,1.0,PUNCT,"['</s>', '.', '!', 'out', ':)']"
174,window,windows,0.0018832391713747,0.0169491525423728,2,"(Chango's, Trudy's, Polvo's, Chuey's) -The Alamo Drafthouse -Driving around Austin with you windows down -Spiderhouse/JP's Java -Austin",26307,6,21,"('(', 'Chango', ""'s"", ',', 'Trudy', ""'s"", ',', 'Polvo', ""'s"", ',', 'Chuey', ""'s"", ')', '-The', 'Alamo', 'Drafthouse', '-Driving', 'around', 'Austin', 'with', 'you', 'windows', 'down', '-Spiderhouse', '/', 'JP', ""'s"", 'Java', '-Austin')",1062.0,VERB,"['head', 'slowing', 'sitting', 'upside', 'tied']",0.1544635952385652,1.0,VERB,"['face', 'head', 'hands', 'sitting', 'hair']"
175,window,window,0.0018832391713747,0.0169491525423728,2,I paced from window to window for more than ten minutes.,12662,19,5,"('I', 'paced', 'from', 'window', 'to', 'window', 'for', 'more', 'than', 'ten', 'minutes', '.')",1062.0,VERB,"['window', 'windows', 'door', 'wall', 'ceiling']",0.1544635952385652,1.0,VERB,"['window', 'windows', 'door', 'room', 'wall']"
176,tired,tired,0.0005027652086475,0.0216189039718451,1,"I figured I'd tired them out enough to be quiet for Eileen, and it kind of worked.",26764,11,4,"('I', 'figured', 'I', ""'d"", 'tired', 'them', 'out', 'enough', 'to', 'be', 'quiet', 'for', 'Eileen', ',', 'and', 'it', 'kind', 'of', 'worked', '.')",1989.0,VERB,"['tuned', 'shut', 'tune', 'freaked', 'figured']",0.1566547252348233,1.0,VERB,"['get', 'let', 'leave', 'keep', 'put']"
177,bold,bold,0.0098039215686274,0.0,1,"Marten, you should bold the end thingy in the template so it doesn't blend with everything else.",27936,15,4,"('Marten', ',', 'you', 'should', 'bold', 'the', 'end', 'thingy', 'in', 'the', 'template', 'so', 'it', 'does', ""n't"", 'blend', 'with', 'everything', 'else', '.')",102.0,VERB,"['put', 'keep', 'leave', 'have', 'use']",0.1588408421923537,1.0,VERB,"['change', 'remove', 'put', 'adjust', 'move']"
178,gas,gasses,0.0074257425742574,0.0123762376237623,3,"pretty much he gets in front of the car, will puts it in reverse and gasses it, and the guy like pretty much lifts the car and pushes the 4runner out of the hole.",36785,21,16,"('pretty', 'much', 'he', 'gets', 'in', 'front', 'of', 'the', 'car', ',', 'will', 'puts', 'it', 'in', 'reverse', 'and', 'gasses', 'it', ',', 'and', 'the', 'guy', 'like', 'pretty', 'much', 'lifts', 'the', 'car', 'and', 'pushes', 'the', '4runner', 'out', 'of', 'the', 'hole', '.')",404.0,VERB,"['lifts', 'stops', 'drives', 'turns', 'holds']",0.1592269542168302,1.0,VERB,"['runs', 'takes', 'stop', 'hit', 'makes']"
179,gas,gassed,0.0074257425742574,0.0123762376237623,3,"This posting is not for or against the war -- just a reminder that a vote for it is a tacit acceptance of the possibility that the cost of the goal will not be professional soldiers, but your niece, burned or gassed or diseased or shot.",2318,11,43,"('This', 'posting', 'is', 'not', 'for', 'or', 'against', 'the', 'war', '--', 'just', 'a', 'reminder', 'that', 'a', 'vote', 'for', 'it', 'is', 'a', 'tacit', 'acceptance', 'of', 'the', 'possibility', 'that', 'the', 'cost', 'of', 'the', 'goal', 'will', 'not', 'be', 'professional', 'soldiers', ',', 'but', 'your', 'niece', ',', 'burned', 'or', 'gassed', 'or', 'diseased', 'or', 'shot', '.')",404.0,VERB,"['killed', 'wounded', 'dead', 'injured', 'burned']",0.1592269542168302,1.0,VERB,"['killed', 'broken', 'hurt', 'sick', 'disabled']"
